Price,Size,Address,Price Per Square Meter,Price Per Square Meter Integer,Latitude,Longitude
€ 2.760.000,227 m²,"Attico via Brisa 16, Carrobbio, Milano",€12159 / m^2,12159,45.4628284,9.1808442
€ 540.000,132 m²,"Quadrilocale via Sant'Arialdo 91, Quintosole - Chiaravalle, Milano",€4091 / m^2,4091,45.4146494,9.2328326
€ 890.000,77 m²,"Attico via Vittoria Colonna, Amendola - Buonarroti, Milano",€11558 / m^2,11558,45.4680521,9.1501975
€ 393.000,84 m²,"Trilocale via Giovanni da Verrazzano 27, Crescenzago, Milano",€4679 / m^2,4679,45.5061447,9.243719
€ 1.400.000,180 m²,"Quadrilocale via Emanuele Filiberto, Sempione, Milano",€7778 / m^2,7778,45.4856259,9.1585239
€ 1.450.000,120 m²,"Quadrilocale corso Giuseppe Garibaldi, Moscova, Milano",€12083 / m^2,12083,45.4771439,9.184518
€ 929.000,136 m²,"Quadrilocale via Marcello Nizzoli 4, Bande Nere, Milano",€6831 / m^2,6831,45.4598635,9.1344426
€ 995.000,122 m²,"Trilocale via Domenico Cirillo, Arco della Pace, Milano",€8156 / m^2,8156,45.480539,9.1662539
€ 1.640.000,180 m²,"Appartamento via Marco Terenzio Varrone, City Life, Milano",€9111 / m^2,9111,45.4694214,9.1628242
€ 235.000,61 m²,"Bilocale via Sant'Arialdo 91, Quintosole - Chiaravalle, Milano",€3852 / m^2,3852,45.4145399,9.2327958
€ 302.000,58 m²,"Bilocale via Stamira d'Ancona 9, Turro, Milano",€5207 / m^2,5207,45.5005519,9.2284598
€ 1.980.000,189 m²,"Appartamento corso Indipendenza, Indipendenza, Milano",€10476 / m^2,10476,45.4593845,9.205324
€ 3.000.000,240 m²,"Appartamento via Giorgio Giulini, Duomo, Milano",€12500 / m^2,12500,45.4620032,9.1878164
€ 580.000,128 m²,"Quadrilocale viale Daniele Ranzoni 7, San Siro, Milano",€4531 / m^2,4531,45.4696057,9.1447496
€ 545.000,86 m²,"Trilocale via Luigi Soderini 19, Tripoli - Soderini, Milano",€6337 / m^2,6337,45.4571086,9.1448503
€ 1.650.000,95 m²,"Bilocale piazza della Scala, Scala - Manzoni, Milano",€17368 / m^2,17368,45.4667046,9.1903128
€ 507.000,52 m²,"Bilocale via Felice Casati 1, Buenos Aires, Milano",€9750 / m^2,9750,45.482127,9.2075921
€ 398.740,108 m²,"Trilocale via Barnaba Oriani 58/60, Certosa, Milano",€3692 / m^2,3692,45.5009102,9.1330361
€ 823.000,132 m²,"Quadrilocale via Stamira d'Ancona 9, Turro, Milano",€6235 / m^2,6235,45.4994438,9.2287972
€ 690.000,90 m²,"Trilocale via Ausonio, Corso Genova, Milano",€7667 / m^2,7667,45.4580664,9.1743178
€ 679.000,140 m²,"Quadrilocale via Sella Nuova 10, Bisceglie, Milano",€4850 / m^2,4850,45.4571963,9.111391
€ 1.500.000,95 m²,"Trilocale via Del Lauro, Scala - Manzoni, Milano",€15789 / m^2,15789,45.4674449,9.1876232
€ 537.000,86 m²,"Trilocale via Stamira d'Ancona 9, Turro, Milano",€6244 / m^2,6244,45.5005207,9.2290972
€ 682.000,122 m²,"Quadrilocale via Stamira d'Ancona 9, Turro, Milano",€5590 / m^2,5590,45.4994438,9.2287972
€ 185.000,40 m²,"Monolocale via Valsesia 8, Bisceglie, Milano",€4625 / m^2,4625,43.3398561,12.8095744
€ 675.000,112 m²,"Trilocale via Gargano 21, Corvetto, Milano",€6027 / m^2,6027,45.4401676,9.2232093
€ 595.000,75 m²,"Bilocale via Luigi Canonica, Arena, Milano",€7933 / m^2,7933,45.4784092,9.1754267
€ 963.000,130 m²,"Attico via Marcello Nizzoli 4, Bande Nere, Milano",€7408 / m^2,7408,45.4598635,9.1344426
€ 273.000,70 m²,"Bilocale via Iglesias 32/A, Gorla, Milano",€3900 / m^2,3900,45.505169,9.2313213
€ 2.150.000,90 m²,"Trilocale via Cino del Duca, San Babila, Milano",€23889 / m^2,23889,45.4664562,9.1987995
€ 1.090.000,160 m²,"Quadrilocale viale Beatrice d'Este, Bocconi, Milano",€6812 / m^2,6812,45.4503468,9.1908201
€ 575.000,54 m²,"Monolocale via Felice Casati 1, Buenos Aires, Milano",€10648 / m^2,10648,45.4771287,9.2072902
€ 745.000,103 m²,"Quadrilocale via Marcello Nizzoli 4, Bande Nere, Milano",€7233 / m^2,7233,45.4598635,9.1344426
€ 678.000,126 m²,"Trilocale via Gargano 21, Corvetto, Milano",€5381 / m^2,5381,45.4401676,9.2232093
€ 1.350.000,184 m²,"Appartamento via San Martino, Ticinese, Milano",€7337 / m^2,7337,45.4550642,9.1814469
€ 275.000,89 m²,"Trilocale via Giuseppe Giacosa 11, Parco Trotter, Milano",€3090 / m^2,3090,45.4941799,9.2242792
€ 475.000,97 m²,"Trilocale via Sella Nuova 10, Bisceglie, Milano",€4897 / m^2,4897,45.4571963,9.111391
€ 406.000,43 m²,"Monolocale via Felice Casati 1, Buenos Aires, Milano",€9442 / m^2,9442,45.4771287,9.2072902
€ 464.000,69 m²,"Bilocale via Marcello Nizzoli 4, Bande Nere, Milano",€6725 / m^2,6725,45.4598635,9.1344426
€ 595.000,95 m²,"Mansarda via Orti 31, Quadronno - Crocetta, Milano",€6263 / m^2,6263,45.4553728,9.2021177
€ 2.333.000,219 m²,"Attico via Trezzo d'Adda 14, Solari, Milano",€10653 / m^2,10653,45.4560046,9.1566799
€ 360.000,120 m²,"Open space piazzale Susa, Plebisciti - Susa, Milano",€3000 / m^2,3000,45.4693182,9.2955796
€ 340.000,50 m²,"Bilocale corso 22 Marzo 32/a, Porta Vittoria, Milano",€6800 / m^2,6800,45.4623323,9.2196274
€ 724.000,103 m²,"Quadrilocale via Marcello Nizzoli 4, Bande Nere, Milano",€7029 / m^2,7029,45.4598635,9.1344426
€ 720.000,58 m²,"Bilocale via Santa Marta 8, Carrobbio, Milano",€12414 / m^2,12414,45.46273,9.1835081
€ 1.110.000,98 m²,"Trilocale via Brisa 16, Carrobbio, Milano",€11327 / m^2,11327,45.4628284,9.1808442
€ 950.000,173 m²,"Attico via dei Canzi, Rubattino, Milano",€5491 / m^2,5491,45.4782954,9.2426773
€ 4.600.000,406 m²,"Attico via Ippodromo, Gallaratese, Milano",€11330 / m^2,11330,45.4861257,9.1240807
€ 445.000,80 m²,"Trilocale via Andrea Pellizzone 2A, Città Studi, Milano",€5562 / m^2,5562,45.4692137,9.2255959
€ 259.000,47 m²,"Monolocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5511 / m^2,5511,45.4524337,9.2465092
€ 645.000,105 m²,"Trilocale via Melchiorre Gioia 32, Melchiorre Gioia, Milano",€6143 / m^2,6143,45.4915121,9.2032222
€ 454.000,110 m²,"Trilocale viale Brianza 36, Pasteur, Milano",€4127 / m^2,4127,45.4901625,9.2140806
€ 611.000,112 m²,"Trilocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5455 / m^2,5455,45.4524337,9.2465092
€ 1.300.000,120 m²,"Appartamento via Luigi Settembrini, Buenos Aires, Milano",€10833 / m^2,10833,45.4820305,9.2091882
€ 749.000,117 m²,"Trilocale via Savona 134, Giambellino, Milano",€6402 / m^2,6402,45.4497254,9.1495344
€ 295.000,40 m²,"Bilocale viale Gabriele D'Annunzio 9, Corso Genova, Milano",€7375 / m^2,7375,45.4546328,9.1756018
€ 2.643.000,227 m²,"Attico via Brisa 16, Carrobbio, Milano",€11643 / m^2,11643,45.4628284,9.1808442
€ 448.800,92 m²,"Trilocale via Martino Lutero 5, Precotto, Milano",€4878 / m^2,4878,45.5126797,9.2198123
€ 588.000,112 m²,"Trilocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5250 / m^2,5250,45.4524337,9.2465092
€ 1.050.000,298 m²,"Villa bifamiliare via Pier Alessandro Paravia 93, San Siro, Milano",€3523 / m^2,3523,45.4751232,9.1363774
€ 377.000,75 m²,"Trilocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5027 / m^2,5027,45.4524337,9.2465092
€ 840.000,110 m²,"Quadrilocale corso Vercelli, Vercelli - Wagner, Milano",€7636 / m^2,7636,45.4669876,9.1591261
€ 750.000,85 m²,"Trilocale via Vincenzo Foppa 29, Solari, Milano",€8824 / m^2,8824,45.4558971,9.1606322
€ 455.000,70 m²,"Trilocale via Sangallo 18, Città Studi, Milano",€6500 / m^2,6500,45.4701714,9.2291682
€ 1.254.000,196 m²,"Quadrilocale via Savona 134, Giambellino, Milano",€6398 / m^2,6398,45.4517589,9.1563521
€ 750.000,75 m²,"Trilocale corso Lodi 13, Porta Romana - Medaglie d'Oro, Milano",€10000 / m^2,10000,45.4506918,9.2051309
€ 1.900.000,171 m²,"Quadrilocale corso Lodi 13, Porta Romana - Medaglie d'Oro, Milano",€11111 / m^2,11111,45.4506918,9.2051309
€ 620.000,58 m²,"Bilocale corso Lodi 13, Porta Romana - Medaglie d'Oro, Milano",€10690 / m^2,10690,45.4506918,9.2051309
€ 345.000,70 m²,"Bilocale viale Certosa 303, Cascina Merlata - Musocco, Milano",€4929 / m^2,4929,45.5087747,9.1089588
€ 270.000,54 m²,"Bilocale viale Certosa 303, Cascina Merlata - Musocco, Milano",€5000 / m^2,5000,45.5087747,9.1089588
€ 330.000,73 m²,"Bilocale viale Certosa 303, Cascina Merlata - Musocco, Milano",€4521 / m^2,4521,45.5087747,9.1089588
€ 320.000,61 m²,"Trilocale piazza Enrico Chiaradia 9, Ripamonti, Milano",€5246 / m^2,5246,45.4436362,9.1978309
€ 1.270.000,130 m²,"Trilocale via Giambattista Vico 5, San Vittore, Milano",€9769 / m^2,9769,45.4614643,9.1688341
€ 300.000,118 m²,"Trilocale via Sapri 75, Cascina Merlata - Musocco, Milano",€2542 / m^2,2542,45.5094144,9.1120968
€ 265.000,77 m²,"Trilocale via demonte 1, Prato Centenaro, Milano",€3442 / m^2,3442,45.5106182,9.19929
€ 385.000,100 m²,"Trilocale via Soffredini 10, Precotto, Milano",€3850 / m^2,3850,45.5150761,9.224216
€ 1.050.000,170 m²,"Appartamento corso Buenos Aires, Buenos Aires, Milano",€6176 / m^2,6176,45.4813554,9.2112932
€ 595.000,91 m²,"Bilocale via Ariberto 19, Corso Genova, Milano",€6538 / m^2,6538,45.456825,9.1752428
€ 960.000,70 m²,"Bilocale via dei Piatti 4, Carrobbio, Milano",€13714 / m^2,13714,45.4645068,9.164324
€ 340.000,80 m²,"Trilocale viale Puglie 20A, Bologna - Sulmona, Milano",€4250 / m^2,4250,43.7786299,11.5072299
€ 320.000,60 m²,"Bilocale via delle Forze Armate 70, Piazzale Siena, Milano",€5333 / m^2,5333,45.4646304,9.1371115
€ 176.000,40 m²,"Bilocale via Marcantonio dal Re 2, Certosa, Milano",€4400 / m^2,4400,45.4952307,9.1474218
€ 730.000,100 m²,"Trilocale via Pasquale Sottocorno 4, Piave - Tricolore, Milano",€7300 / m^2,7300,45.4653727,9.2081333
€ 259.000,38 m²,"Monolocale viale Zara 61, Zara, Milano",€6816 / m^2,6816,45.4921239,9.1921543
"€ 1.250.000€ 1.350.000(-7,4%)",190 m²,"Appartamento via Leon Battista Alberti 5, Sempione, Milano",€6579 / m^2,6579,45.4836482,9.1584905
€ 1.250.000,170 m²,"Quadrilocale via Alberto Mario 8, Amendola - Buonarroti, Milano",€7353 / m^2,7353,45.4718908,9.1513825
€ 925.000,154 m²,"Appartamento via Mauro Macchi 65, Centrale, Milano",€6006 / m^2,6006,45.4869968,9.2095052
€ 520.000,142 m²,"Quadrilocale via Giuseppe Ripamonti 166, Vigentino - Fatima, Milano",€3662 / m^2,3662,45.4353543,9.2004872
€ 1.240.000,138 m²,"Trilocale via via delle Asole 4, Duomo, Milano",€8986 / m^2,8986,45.4630699,9.1863898
€ 675.000,115 m²,"Trilocale via Principe Eugenio 46, Cenisio, Milano",€5870 / m^2,5870,45.4892732,9.1692865
€ 165.000,62 m²,"Bilocale via Gioacchino Murat, Dergano, Milano",€2661 / m^2,2661,45.4880432,9.1800431
€ 1.280.000,78 m²,"Bilocale via Amerigo Vespucci 12, Porta Nuova, Milano",€16410 / m^2,16410,45.4822205,9.1927622
€ 770.000,130 m²,"Attico piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5923 / m^2,5923,45.4524337,9.2465092
€ 242.000,59 m²,"Bilocale via Privata Bettino da Trezzo 14, Cascina dei Pomi, Milano",€4102 / m^2,4102,45.5383791,9.3626359
da € 478.000,da 60 m²,Appartamenti e Attici di nuova costruzione a Milano,€7967 / m^2,7967,45.4627338,9.1777323
€ 800.000,108 m²,"Trilocale via Serviliano Lattuada, Porta Romana - Medaglie d'Oro, Milano",€7407 / m^2,7407,45.4530627,9.204823
€ 1.680.000,210 m²,"Quadrilocale via Fra' Gerolamo Savonarola, Sempione, Milano",€8000 / m^2,8000,45.4548862,9.1663811
€ 269.000,60 m²,"Bilocale via Adelaide Bono Cairoli 11, Turro, Milano",€4483 / m^2,4483,45.4997902,9.2255852
€ 1.590.000,162 m²,"Quadrilocale piazzale Giulio Cesare, City Life, Milano",€9815 / m^2,9815,45.4770719,9.1557223
€ 292.000,44 m²,"Monolocale via Monte Nevoso 2, Casoretto, Milano",€6636 / m^2,6636,45.4864367,9.2349332
€ 444.000,81 m²,"Trilocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5481 / m^2,5481,45.4524337,9.2465092
€ 565.000,130 m²,"Quadrilocale viale Lucania 25, Corvetto, Milano",€4346 / m^2,4346,45.4430885,9.2237579
€ 1.500.000,175 m²,"Quadrilocale via Zumbini , 19, Famagosta, Milano",€8571 / m^2,8571,45.4394351,9.1586739
€ 235.000,50 m²,"Bilocale via Melchiorre Delfico 26, Ghisolfa - Mac Mahon, Milano",€4700 / m^2,4700,45.4941464,9.1608985
€ 220.000,90 m²,"Trilocale via Privata Giovanni Battista Prandina 25, Ponte Nuovo, Milano",€2444 / m^2,2444,45.5068399,9.2386213
€ 650.000,57 m²,"Monolocale via Lanzone, Sant'Ambrogio, Milano",€11404 / m^2,11404,45.4605084,9.1790024
€ 1.100.000,158 m²,"Quadrilocale via Verona 11, Porta Romana - Medaglie d'Oro, Milano",€6962 / m^2,6962,45.4509471,9.2034276
da € 275.000,da 56 m²,Appartamenti e Attici di nuova costruzione a Milano,€4911 / m^2,4911,45.4627338,9.1777323
€ 149.000,50 m²,"Bilocale via Terenzio Mamiani 4, Cimiano, Milano",€2980 / m^2,2980,45.4965484,9.2399483
€ 850.000,120 m²,"Quadrilocale via Vincenzo Foppa, Solari, Milano",€7083 / m^2,7083,45.4565557,9.1574387
da € 259.000,da 47 m²,Appartamenti di nuova costruzione a Milano,€5511 / m^2,5511,41.9455546,11.6786466
€ 790.000,100 m²,"Trilocale via Donatello, Città Studi, Milano",€7900 / m^2,7900,45.4804204,9.2198655
€ 209.000,54 m²,"Bilocale via Luigi Ornato 56, Niguarda, Milano",€3870 / m^2,3870,45.5206013,9.1923351
€ 1.820.000,179 m²,"Appartamento via Alfonso La Marmora, Quadronno - Crocetta, Milano",€10168 / m^2,10168,45.4557934,9.1960839
"€ 665.000€ 700.000(-5,0%)",92 m²,"Trilocale viale Ferdinando di Savoia, Centrale, Milano",€7228 / m^2,7228,45.4703222,9.2011902
€ 1.100.000,80 m²,"Bilocale largo La Foppa 5, Moscova, Milano",€13750 / m^2,13750,45.4783266,9.1845339
€ 1.020.000,120 m²,"Trilocale via Pasquale Sottocorno 40, Piave - Tricolore, Milano",€8500 / m^2,8500,45.4658304,9.2106395
€ 497.000,95 m²,"Trilocale viale Evaristo Stefini, 5, Maggiolina, Milano",€5232 / m^2,5232,45.4972611,9.2031144
€ 525.000,101 m²,"Trilocale via Soperga 45, Pasteur, Milano",€5198 / m^2,5198,45.4902664,9.2115313
€ 249.000,57 m²,"Bilocale via Giulio Carcano 4, Pezzotti - Meda, Milano",€4368 / m^2,4368,45.441392,9.1809298
€ 420.000,120 m²,"Trilocale via Monte Rotondo 3, Niguarda, Milano",€3500 / m^2,3500,45.5149909,9.1942805
€ 1.690.000,200 m²,"Appartamento via Antonio Baldissera 2, Morgagni, Milano",€8450 / m^2,8450,45.473358,9.2086568
€ 610.000,80 m²,"Attico via Dina Galli 4/a, Farini, Milano",€7625 / m^2,7625,45.4916391,9.1835756
€ 750.000,106 m²,"Trilocale viale Gian Galeazzo 9, Ticinese, Milano",€7075 / m^2,7075,45.4494425,9.1790544
€ 1.950.000,172 m²,"Appartamento via Aristide De Togni, San Vittore, Milano",€11337 / m^2,11337,45.4681819,9.1763205
€ 990.000,170 m²,"Quadrilocale via Ambrogio da Fossano Bergognone 31, Solari, Milano",€5824 / m^2,5824,45.4540143,9.1639319
€ 639.000,80 m²,"Loft via Aleardo Aleardi, 14, Paolo Sarpi, Milano",€7988 / m^2,7988,45.4824965,9.1737064
€ 5.135.000,371 m²,"Appartamento Foro Buonaparte 54, Cadorna - Castello, Milano",€13841 / m^2,13841,45.4650736,9.1819474
€ 983.000,300 m²,"Loft viale Vincenzo Lancetti 48, Farini, Milano",€3277 / m^2,3277,45.4972128,9.1790098
€ 393.000,72 m²,"Trilocale ottimo stato, terzo piano, Cenisio, Milano",€5458 / m^2,5458,45.4874975,9.1716466
€ 590.000,80 m²,"Trilocale piazzale Francesco Bacone, Buenos Aires, Milano",€7375 / m^2,7375,45.4803955,9.2133236
€ 1.580.000,185 m²,"Quadrilocale via Crocefisso 25, Carrobbio, Milano",€8541 / m^2,8541,45.4586371,9.1830834
€ 2.400.000,190 m²,"Quadrilocale via Confalonieri, Isola, Milano",€12632 / m^2,12632,45.4866366,9.1907653
€ 355.000,58 m²,"Bilocale via Giovanni Pastorelli 10, Navigli - Darsena, Milano",€6121 / m^2,6121,45.447172,9.1618302
€ 1.155.000,175 m²,"Appartamento via George Washington 85, Washington, Milano",€6600 / m^2,6600,45.457289,9.1552207
€ 2.290.000,254 m²,"Appartamento via Andrea Appiani 25, Porta Nuova, Milano",€9016 / m^2,9016,45.4790156,9.1941967
€ 280.000,55 m²,"Bilocale via Giuseppe Ripamonti 292, Vigentino - Fatima, Milano",€5091 / m^2,5091,45.4292263,9.2024844
€ 680.000,100 m²,"Trilocale via Montevideo 6, Solari, Milano",€6800 / m^2,6800,45.4565998,9.1656051
"€ 1.100.000€ 1.250.000(-12,0%)",170 m²,"Quadrilocale via Giovanni da Procida 4, Sempione, Milano",€6471 / m^2,6471,45.4793971,9.1630653
€ 1.170.000,145 m²,"Trilocale viale Piave, Piave - Tricolore, Milano",€8069 / m^2,8069,45.4701564,9.2068044
€ 4.100.000,305 m²,"Appartamento via Gaetano Donizetti 26, Palestro, Milano",€13443 / m^2,13443,45.4657998,9.1995662
€ 2.980.000,195 m²,"Trilocale via Senofonte 2, City Life, Milano",€15282 / m^2,15282,45.4754294,9.1590705
€ 8.900.000,5.300 m²,"Palazzo - Edificio viale Certosa, Ghisolfa - Mac Mahon, Milano",€1679245 / m^2,1679245,45.494731,9.1485501
€ 310.000,75 m²,"Trilocale via Rancati 5, Turro, Milano",€4133 / m^2,4133,45.5013401,9.2229838
€ 900.000,280 m²,"Appartamento via Malaga 4, Barona, Milano",€3214 / m^2,3214,45.4443083,9.1591798
da € 250.000,da 65 m²,Appartamenti di nuova costruzione a Milano,€3846 / m^2,3846,41.9455546,10.0964158
€ 358.000,85 m²,"Trilocale via Taormina 27, Istria, Milano",€4212 / m^2,4212,45.5002938,9.1907393
€ 398.000,107 m²,"Trilocale via Pier Paolo Pasolini 9, Cascina Merlata - Musocco, Milano",€3720 / m^2,3720,45.5092494,9.1025772
€ 382.000,96 m²,"Trilocale via Pier Paolo Pasolini 9, Cascina Merlata - Musocco, Milano",€3979 / m^2,3979,45.5092494,9.1025772
€ 280.000,55 m²,"Bilocale via Giovanni Battista Piranesi 37, Porta Vittoria, Milano",€5091 / m^2,5091,45.4603919,9.2265378
€ 330.000,80 m²,"Trilocale viale Certosa 27, Ghisolfa - Mac Mahon, Milano",€4125 / m^2,4125,45.4914803,9.1554224
€ 175.000,75 m²,"Trilocale via Padova 181, Cimiano, Milano",€2333 / m^2,2333,45.5004214,9.2356239
€ 1.800.000,180 m²,"Appartamento via Torino 66, Carrobbio, Milano",€10000 / m^2,10000,45.4606612,9.1816076
€ 3.580.000,250 m²,"Appartamento via Senofonte, City Life, Milano",€14320 / m^2,14320,45.4799175,9.1533071
€ 1.131.000,132 m²,"Trilocale via Daniele Crespi 16, Corso Genova, Milano",€8568 / m^2,8568,45.4571431,9.1744056
€ 1.340.000,171 m²,"Appartamento viale San Michele del Carso 13, Vercelli - Wagner, Milano",€7836 / m^2,7836,45.4653073,9.1634707
€ 499.000,129 m²,"Quadrilocale nuovo, secondo piano, Gratosoglio, Milano",€3868 / m^2,3868,45.4107875,9.1711271
€ 398.000,99 m²,"Trilocale via Merano 19, Rovereto, Milano",€4020 / m^2,4020,45.4966966,9.2203601
€ 895.000,87 m²,"Trilocale corso Magenta 22, Cadorna - Castello, Milano",€10287 / m^2,10287,45.4658235,9.1666898
€ 310.000,62 m²,"Bilocale via Filippo Tajani 1, Città Studi, Milano",€5000 / m^2,5000,45.4738483,9.2168326
€ 195.000,55 m²,"Bilocale via Filippo Anghileri 4a, Figino, Milano",€3545 / m^2,3545,45.4935468,9.0724471
€ 730.000,103 m²,"Trilocale via Losanna 6, Sempione, Milano",€7087 / m^2,7087,45.4847873,9.1621142
€ 3.990.000,262 m²,"Attico via Senato 37, Quadrilatero della Moda, Milano",€15229 / m^2,15229,45.4714719,9.1959765
€ 770.000,110 m²,"Trilocale via Giovanni Battista Piranesi 38, Porta Vittoria, Milano",€7000 / m^2,7000,45.4602603,9.227268
€ 778.000,152 m²,"Trilocale viale Umbria 82, Martini - Insubria, Milano",€5118 / m^2,5118,45.4567049,9.2172655
€ 430.000,63 m²,"Bilocale via Giovanni Battista Piranesi 38, Porta Vittoria, Milano",€6825 / m^2,6825,45.4602603,9.227268
€ 600.000,110 m²,"Appartamento via Giuseppe Ferrari 18, Garibaldi - Corso Como, Milano",€5455 / m^2,5455,45.4843112,9.1850051
€ 980.000,138 m²,"Attico via Mauro Macchi 31/33, Centrale, Milano",€7101 / m^2,7101,45.483675,9.2064311
€ 1.449.000,149 m²,"Trilocale nuovo, primo piano, San Vittore, Milano",€9725 / m^2,9725,45.4609807,9.1706336
€ 895.000,162 m²,"Loft via Leon Battista Alberti 10, Sempione, Milano",€5525 / m^2,5525,45.4843587,9.1584821
€ 1.025.000,139 m²,"Quadrilocale via Giovanni Battista Piranesi 38, Porta Vittoria, Milano",€7374 / m^2,7374,45.4607124,9.2280718
€ 480.000,70 m²,"Bilocale via Giacomo Boni 10, Washington, Milano",€6857 / m^2,6857,45.4594598,9.1565685
€ 780.000,150 m²,"Quadrilocale via Giuseppe Frua, Frua, Milano",€5200 / m^2,5200,45.4649981,9.1478974
€ 370.000,110 m²,"Trilocale nuovo, primo piano, Gratosoglio, Milano",€3364 / m^2,3364,45.5094734,9.2256026
€ 800.000,108 m²,"Attico via Mauro Macchi 31/33, Centrale, Milano",€7407 / m^2,7407,45.483675,9.2064311
€ 895.000,128 m²,"Quadrilocale via Giovanni Battista Piranesi 38, Porta Vittoria, Milano",€6992 / m^2,6992,45.4607124,9.2280718
€ 420.000,83 m²,"Trilocale via Flumendosa 22, Crescenzago, Milano",€5060 / m^2,5060,45.5051702,9.2459625
€ 249.000,52 m²,"Bilocale via Alfonso Capecelatro 45, San Siro, Milano",€4788 / m^2,4788,45.4703059,9.1311299
€ 299.000,73 m²,"Trilocale via Marco d'Agrate 25, Corvetto, Milano",€4096 / m^2,4096,45.4364146,9.2125082
€ 880.000,116 m²,"Quadrilocale via Giovanni Enrico Pestalozzi, Navigli - Darsena, Milano",€7586 / m^2,7586,45.4468254,9.1550352
€ 1.380.000,181 m²,"Appartamento via Fratelli Bronzetti, Indipendenza, Milano",€7624 / m^2,7624,45.4650783,9.2146728
da € 202.000,da 55 m²,Appartamenti di nuova costruzione a Milano,€3673 / m^2,3673,41.29085,12.71216
€ 800.000,150 m²,"Quadrilocale piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milano",€5333 / m^2,5333,45.2489912,9.4419804
€ 690.000,170 m²,"Trilocale via Bartolomeo d'Alviano 51, Bande Nere, Milano",€4059 / m^2,4059,45.4596358,9.1377247
€ 495.000,102 m²,"Trilocale piazza Antonio Gramsci 2, Paolo Sarpi, Milano",€4853 / m^2,4853,45.4816082,9.1696932
€ 1.490.000,190 m²,"Quadrilocale corso Sempione 32/A, Paolo Sarpi, Milano",€7842 / m^2,7842,45.4832601,9.1632523
€ 690.000,142 m²,"Quadrilocale viale Famagosta 37, Famagosta, Milano",€4859 / m^2,4859,45.4373654,9.1643513
€ 399.000,56 m²,"Bilocale via Francesco Bartolozzi, Porta Vittoria, Milano",€7125 / m^2,7125,45.482368,9.1907881
da € 208.000,da 57 m²,Attici di nuova costruzione a Milano,€3649 / m^2,3649,45.4814279,9.1602144
€ 298.000,102 m²,"Trilocale via Val Bavona 3, Inganni, Milano",€2922 / m^2,2922,45.4486807,9.1260095
da € 130.000,da 46 m²,Appartamenti di nuova costruzione a Milano,€2826 / m^2,2826,41.9455546,10.0964158
€ 680.000,100 m²,"Trilocale via Francesco Bartolozzi, Porta Vittoria, Milano",€6800 / m^2,6800,45.4740957,9.2020958
€ 715.000,90 m²,"Trilocale via Spartaco 11, Montenero, Milano",€7944 / m^2,7944,45.4584632,9.2110855
€ 305.000,90 m²,"Quadrilocale via LUIGI CAROLI 6, Ponte Nuovo, Milano",€3389 / m^2,3389,45.5082709,9.2375312
€ 301.000,53 m²,"Monolocale piazza Ovidio 4, Viale Ungheria - Mecenate, Milano",€5679 / m^2,5679,45.4524337,9.2465092
da € 1.060.000,da 116 m²,Appartamenti di nuova costruzione a Milano,€9138 / m^2,9138,41.9455546,10.0964158
€ 350.000,45 m²,"Monolocale via André-Marie Ampère 30, Città Studi, Milano",€7778 / m^2,7778,45.4820396,9.2267386
€ 345.000,55 m²,"Bilocale via Pietro da Cortona 13, Città Studi, Milano",€6273 / m^2,6273,45.4696343,9.2265381
€ 798.000,160 m²,"Quadrilocale via Tonale  20, Centrale, Milano",€4988 / m^2,4988,45.489266,9.2023894
da € 890.000,da 74 m²,Appartamenti e Attici di nuova costruzione a Milano,€12027 / m^2,12027,45.4627338,9.1777323
€ 2.300.000,251 m²,"Villa plurifamiliare via Augusto Righi, Città Studi, Milano",€9163 / m^2,9163,45.4754556,9.2226857
da € 770.000,da 48 m²,Appartamenti di nuova costruzione a Milano,€16042 / m^2,16042,41.9455546,10.0964158
€ 1.190.000,550 m²,"Villa unifamiliare via Marzabotto 23, Certosa, Milano",€2164 / m^2,2164,45.4947303,9.1374359
da € 287.500,da 70 m²,Appartamenti di nuova costruzione a Milano,€4107 / m^2,4107,41.29085,12.71216
€ 1.370.000,143 m²,"Quadrilocale corso Lodi 13, Porta Romana - Medaglie d'Oro, Milano",€9580 / m^2,9580,45.4506918,9.2051309
da € 180.000,da 43 m²,Appartamenti e Attici di nuova costruzione a Milano,€4186 / m^2,4186,45.4627338,9.1777323
€ 345.000,50 m²,"Monolocale via Alfredo Cappellini 14, Centrale, Milano",€6900 / m^2,6900,45.4818519,9.2017168
€ 609.000,104 m²,"Trilocale via Giuseppe Ripamonti, Ripamonti, Milano",€5856 / m^2,5856,45.4389768,9.1996433
€ 1.130.000,147 m²,"Quadrilocale via Giulio Ceradini 3, Plebisciti - Susa, Milano",€7687 / m^2,7687,45.468381,9.2187839
€ 890.000,140 m²,"Quadrilocale via Sebenico 22, Isola, Milano",€6357 / m^2,6357,45.4876359,9.1905737
€ 448.000,146 m²,"Quadrilocale via Lanfranco della Pila 14, Niguarda, Milano",€3068 / m^2,3068,45.5168223,9.1968092
